log_id,label_x,user_id,age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,net_type,task_id,adv_id,creat_type_cd,adv_prim_id,inter_type_cd,slot_id,site_id,spread_app_id,hispace_app_tags,app_second_class,app_score,pt_d,u_refreshTimes_x,u_feedLifeCycle_x,u_userId,u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle_y,u_refreshTimes_y,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_pl,e_rn,e_section,e_et,label_y,cillabel,pro,ad_click_list_v001_1,ad_click_list_v001_2,ad_click_list_v001_3,ad_click_list_v001_4,ad_click_list_v001_5,ad_click_list_v002_1,ad_click_list_v002_2,ad_click_list_v002_3,ad_click_list_v002_4,ad_click_list_v002_5,ad_click_list_v003_1,ad_click_list_v003_2,ad_click_list_v003_3,ad_click_list_v003_4,ad_click_list_v003_5,ad_close_list_v001_1,ad_close_list_v001_2,ad_close_list_v001_3,ad_close_list_v001_4,ad_close_list_v001_5,ad_close_list_v002_1,ad_close_list_v002_2,ad_close_list_v002_3,ad_close_list_v002_4,ad_close_list_v002_5,ad_close_list_v003_1,ad_close_list_v003_2,ad_close_list_v003_3,ad_close_list_v003_4,ad_close_list_v003_5,u_newsCatInterestsST_x_1,u_newsCatInterestsST_x_2,u_newsCatInterestsST_x_3,u_newsCatInterestsST_x_4,u_newsCatInterestsST_x_5,u_newsCatInterests_1,u_newsCatInterests_2,u_newsCatInterests_3,u_newsCatInterests_4,u_newsCatInterests_5,u_newsCatDislike_1,u_newsCatDislike_2,u_newsCatDislike_3,u_newsCatDislike_4,u_newsCatDislike_5,u_newsCatInterestsST_y_1,u_newsCatInterestsST_y_2,u_newsCatInterestsST_y_3,u_newsCatInterestsST_y_4,u_newsCatInterestsST_y_5,u_click_ca2_news_1,u_click_ca2_news_2,u_click_ca2_news_3,u_click_ca2_news_4,u_click_ca2_news_5
650586,0,204220,8,3,41,267,2,13,6,14,151,2063,6,25490,20164,9,1342,4,60,2,185,40,23,4,-2147483648,3,16,221303,14,15,16,17,8,370,69,0,1,11,19,631,9,2248,47,0,-2147483648,0,0,4,30182,8544,14744,11416,5489,1333,1968,1462,1113,1346,155,253,62,142,35,30782,7615,1515,1223,3321,1092,966,351,55,36,172,12,7,0,7,41,119,116,206,92,101,131,15,158,32,13,50,29,15,4,31,147,157,136,108,52,144,44,214,44
684540,0,181425,5,3,35,219,3,16,3,18,108,1387,6,34748,10420,9,1638,5,28,1,261,42,12,7,-2147483648,6,16,186244,13,16,14,13,8,235,213,2,5,12,19,931,13,2405,17,0,-2147483648,0,0,36,24327,30709,4788,32107,4338,1214,469,1257,1052,845,309,103,226,97,201,26899,971,508,1170,2649,1012,77,70,61,82,157,7,9,180,80,165,37,90,184,159,118,29,35,16,193,4,21,2,35,1,25,91,146,182,123,145,201,105,18,31
148794,0,275265,7,2,15,377,3,23,3,15,276,2537,6,29689,19522,10,1262,5,37,2,186,32,15,9,-2147483648,4,17,183119,14,17,15,15,4,595,110,0,3,12,16,982,3,398,13,1,-2147483648,0,0,16,31695,11468,19551,28839,16585,1290,1925,1085,1052,1996,276,295,293,179,110,20763,5489,13594,4417,2196,1842,266,492,61,159,265,62,28,5,5,145,93,130,140,34,68,120,169,213,184,11,74,12,21,3,101,35,96,119,179,173,83,9,177,103
229868,1,173028,7,2,18,196,3,13,3,20,134,1037,6,35823,17797,6,1536,3,42,1,117,51,26,10,-2147483648,6,13,160922,12,15,12,17,5,263,21,6,1,13,7,1126,9,912,74,1,-2147483648,0,0,85,27597,21206,27059,3151,29535,1757,1797,362,405,354,255,29,262,272,4,15528,22327,33035,16796,10273,2028,343,415,1980,1847,358,181,107,372,276,41,153,102,131,169,66,157,50,62,47,113,127,200,174,112,7,66,93,69,27,20,146,126,31,152
480997,0,153212,4,2,28,339,3,33,4,29,247,2458,6,24679,11930,10,1927,4,34,1,312,49,12,7,-2147483648,7,16,215318,12,17,14,15,4,482,53,3,2,12,14,1341,2,763,7,0,-2147483648,0,0,28,25380,10395,22430,13537,35067,1753,675,984,1000,670,353,104,194,246,193,34630,15340,31830,691,8100,1578,424,618,843,556,321,14,94,72,83,84,10,67,118,114,163,17,199,189,167,93,6,73,48,24,177,80,128,127,149,28,52,135,144,127
1136473,1,111295,2,3,29,281,3,24,4,13,205,1893,6,27469,18543,5,1352,4,45,1,337,27,18,8,-2147483648,7,16,110399,13,16,14,17,8,2616,76,8,5,13,13,717,7,1243,35,1,-2147483648,1,0,88,27373,18840,20631,5279,9483,1555,1457,1029,1731,267,367,282,264,78,99,14550,3530,26954,11071,14900,1767,591,290,1911,1302,293,96,70,222,148,159,148,41,134,168,116,138,135,22,46,84,29,61,38,36,171,73,195,63,66,137,162,179,6,179
562618,0,243645,5,3,17,320,4,15,6,18,293,1977,6,20296,12123,10,1038,5,37,1,233,43,14,7,-2147483648,3,15,174734,12,16,12,11,8,173,29,0,2,12,19,303,5,2876,60,0,-2147483648,0,0,4,23426,23044,2549,13453,30848,1018,1503,2023,1174,404,339,296,306,103,16,26690,23080,3464,5619,3709,1022,502,470,4,135,163,114,116,6,7,40,47,56,67,107,181,44,36,87,76,3,140,30,17,4,183,150,186,162,110,152,120,19,184,113
264984,0,218134,6,3,42,330,3,16,4,32,180,1900,6,32796,15616,9,1104,4,13,2,244,19,16,8,-2147483648,6,17,170347,11,17,14,17,8,34,67,0,4,11,10,576,6,907,31,0,-2147483648,0,0,3,20529,2687,33490,30959,21952,1094,1122,2056,2061,1197,306,311,141,120,94,34787,39,825,151,3826,1009,77,172,10,16,195,24,2,3,6,9,142,87,195,62,131,74,40,110,91,5,37,2,3,1,52,56,164,16,86,122,208,99,185,201
788706,0,222880,4,3,38,366,3,12,7,32,251,2137,5,17130,15762,8,1073,5,40,2,208,48,16,10,-2147483648,3,16,284455,14,17,11,13,7,12,59,0,3,13,13,1004,8,3048,14,0,-2147483648,0,0,4,25314,27808,31186,19726,27385,1853,2070,1877,1977,1473,197,169,101,311,87,23846,589,545,4635,2823,1175,131,728,28,17,113,20,25,1,6,19,45,118,64,129,156,89,97,5,54,4,23,3,1,27,50,78,66,103,128,66,138,197,192,71
396072,0,246567,3,2,19,391,3,20,7,22,122,2089,6,31941,17778,10,1216,5,49,2,282,52,18,9,-2147483648,6,16,241273,11,16,11,16,6,1292,165,5,8,11,19,1378,4,1450,21,1,-2147483648,0,0,84,27818,25906,28667,13981,22663,1689,1566,1641,1015,1644,308,157,241,123,32,30078,2492,16155,12041,17113,1203,827,311,343,681,262,127,35,129,80,197,55,118,163,88,216,135,57,44,166,14,58,7,31,70,153,103,126,212,110,97,186,62,56,68
518456,0,265611,8,2,31,322,3,20,3,32,140,2280,6,28557,14583,9,1646,5,30,1,229,50,15,9,-2147483648,7,16,268779,12,17,12,14,8,764,174,1,5,12,17,764,7,2868,11,0,-2147483648,0,0,3,31267,34239,14994,30342,28183,1683,1599,1896,885,938,142,162,95,83,54,32319,2664,3617,5715,2527,1117,310,59,32,102,206,38,32,11,23,84,141,74,170,111,114,83,26,24,159,6,60,6,77,25,57,135,24,88,40,158,62,112,113,40
994998,0,229584,4,3,26,204,5,28,4,14,299,2519,6,20006,18729,10,1057,5,23,1,179,36,16,9,-2147483648,7,17,270270,13,17,15,16,9,95,81,2,1,11,20,549,4,400,17,1,-2147483648,0,0,1,30961,34690,27511,34788,14278,1284,2006,1837,1833,2004,226,305,263,230,236,17486,7408,1723,26395,1824,1262,204,442,116,201,185,44,59,2,4,125,207,143,173,182,145,15,113,70,152,23,33,3,14,6,117,171,91,71,65,31,23,182,125,72
788127,0,186248,9,2,40,310,4,31,5,25,309,1844,6,17435,18169,8,1292,5,48,1,204,36,13,6,-2147483648,3,16,249643,15,16,16,14,8,368,35,1,7,12,20,1138,9,2302,21,0,-2147483648,0,0,5,34126,30506,34308,23879,8179,1508,1538,1915,1545,1498,278,227,199,119,27,13590,132,799,1818,234,1213,173,194,20,3,113,12,14,1,4,180,123,175,128,164,55,152,131,37,149,9,57,7,39,5,56,182,90,60,70,167,69,41,154,24
124161,0,151553,6,3,25,317,3,30,6,19,177,1786,5,18418,15667,9,1021,4,66,1,329,17,27,8,-2147483648,8,15,180357,11,16,11,17,6,1727,61,1,2,13,11,1229,9,967,11,0,-2147483648,0,0,3,32033,9825,11107,9186,11406,1924,1805,1454,759,1220,142,136,364,108,83,23606,15607,4768,4357,10444,1963,253,448,112,1115,257,120,133,120,96,135,77,54,156,182,96,132,89,69,71,56,15,36,151,83,83,167,51,85,63,120,54,151,17,42
389774,0,115169,5,3,38,381,3,15,7,20,323,2384,6,27602,20282,4,1482,5,17,1,142,50,12,6,-2147483648,7,16,237763,12,16,15,15,7,385,182,2,2,13,18,897,9,2444,16,0,-2147483648,0,0,83,15045,7630,23365,8995,20290,1033,804,1793,1942,401,360,68,243,170,65,32148,14745,9465,6063,5559,1134,93,405,393,50,211,127,6,17,51,71,103,130,183,197,9,195,146,109,119,40,15,52,9,14,93,98,112,175,184,136,95,113,89,78
230148,0,105347,6,3,33,370,3,28,5,27,175,2009,6,34405,11003,7,1432,5,61,1,333,37,29,5,-2147483648,9,17,168908,12,15,14,16,7,1139,29,8,8,11,10,1139,10,543,4,0,-2147483648,1,0,67,29723,3591,31365,7499,23123,1842,1936,1436,1832,1465,175,281,62,94,63,30233,11103,13065,9964,2744,1172,251,437,474,218,265,120,55,360,153,179,35,166,185,115,103,101,156,125,134,54,32,63,48,20,61,153,196,110,24,90,73,136,193,165
507305,0,214789,5,3,22,289,5,23,4,33,319,2061,7,16613,14853,3,1352,3,20,1,365,50,20,10,-2147483648,7,16,280952,11,17,12,15,6,641,90,9,9,11,18,1236,3,2299,10,0,-2147483648,0,0,66,27347,9581,22292,6089,35177,1856,1567,1974,2036,1810,311,186,370,71,304,33741,1774,1854,1545,9483,1250,800,13,307,129,108,43,115,204,14,198,48,155,37,10,60,111,172,41,43,23,11,8,25,77,36,75,66,57,87,109,45,123,48,40
661594,0,146048,8,3,23,139,3,34,6,34,218,2283,5,25098,14014,8,1087,4,47,1,282,23,23,10,-2147483648,8,16,200644,10,16,13,17,8,417,35,1,5,11,18,615,6,2110,11,0,-2147483648,0,0,1,25447,25799,23471,21407,25685,1954,1126,760,1912,1384,134,291,358,298,207,32165,9625,6879,5056,2481,1080,806,427,42,57,133,28,77,8,7,116,47,100,35,165,178,43,84,86,66,6,12,10,20,3,164,167,44,11,101,209,137,74,60,99
807032,0,123475,4,3,44,395,3,36,5,16,215,1757,6,23274,13428,2,1541,3,29,1,184,44,24,5,-2147483648,4,15,126295,15,17,16,15,1,139,56,0,8,14,17,51,9,851,15,0,-2147483648,0,0,3,31968,30815,33618,29622,6893,1151,1483,1707,1835,267,238,183,48,215,108,12810,585,1469,508,226,1006,103,19,36,18,110,18,8,2,2,170,127,140,210,128,102,73,217,169,185,6,6,12,1,5,129,61,165,68,192,62,136,169,124,64
789026,1,130885,7,2,13,222,5,16,4,14,132,1087,6,35166,11981,4,1698,3,47,1,129,31,29,9,-2147483648,8,15,198844,13,16,10,16,1,2443,185,4,7,12,11,534,4,1037,26,0,-2147483648,0,0,36,26886,12683,30834,5364,29863,1894,1841,301,1735,1457,221,292,330,50,7,24066,25321,27580,1381,6760,2053,909,764,1169,2002,184,70,33,364,156,103,200,176,11,32,181,45,158,82,114,33,4,138,190,64,66,111,198,56,153,190,140,189,112,146
982569,0,234438,5,3,27,339,3,26,5,22,319,1777,7,24412,19192,10,1903,4,57,1,278,41,18,8,-2147483648,7,16,207796,11,16,15,16,4,531,52,4,4,13,14,425,5,518,10,0,-2147483648,0,0,16,19490,32143,26778,3802,7500,1329,1334,1550,810,1432,142,272,237,332,341,30082,2049,3646,1311,10413,1234,177,846,247,302,187,33,26,41,34,105,90,40,19,24,203,94,164,144,95,43,31,3,13,11,206,116,18,193,69,158,196,19,167,150
840770,0,216264,3,2,33,347,4,36,2,23,276,1646,7,28093,19946,8,1913,4,41,1,360,43,13,7,-2147483648,8,17,107659,12,17,16,16,7,205,207,1,5,12,20,91,18,1740,3,0,-2147483648,0,0,6,30681,24583,10232,13880,8363,1374,396,234,130,136,281,344,134,220,6,35552,726,5959,1651,618,1145,235,63,642,769,123,15,48,257,17,27,171,192,137,179,128,89,137,136,197,9,16,198,22,172,49,53,138,18,61,137,109,106,102,32
250122,1,179060,5,4,19,328,2,22,3,29,325,1652,5,35881,16705,3,1639,3,47,2,277,28,18,10,-2147483648,9,13,126915,10,16,11,15,5,1115,8,6,1,13,4,1372,8,2541,16,0,-2147483648,1,0,94,35739,13597,30335,8911,29961,1606,1603,877,881,436,309,323,211,128,303,16241,32951,34890,27778,19831,2077,690,2034,2065,2044,339,303,184,372,365,68,64,10,131,97,198,16,139,105,77,134,180,206,189,214,19,39,143,159,39,39,150,174,137,201
687393,1,158414,4,2,38,389,3,19,6,31,245,1771,6,22693,15114,2,1525,3,59,1,221,40,24,7,-2147483648,9,17,219553,10,16,13,16,4,2203,157,6,1,10,17,506,21,2029,14,0,-2147483648,0,0,55,30243,1254,16051,2284,28349,1928,1291,1302,1755,339,135,230,321,286,190,27583,7835,13417,13668,7139,1701,776,957,1796,1722,218,211,121,296,228,121,185,152,63,89,148,85,129,5,108,74,17,54,124,110,139,140,197,18,66,90,145,205,108,84
577573,1,228529,4,2,13,271,4,35,4,18,193,1343,7,23562,12814,9,1691,3,59,1,298,41,15,9,-2147483648,8,16,233396,15,17,13,15,6,880,7,8,6,11,16,723,9,377,18,0,-2147483648,1,0,97,27768,2376,29107,2694,2124,1731,2026,300,60,294,261,30,5,6,171,21056,26968,18084,15137,2600,2075,572,312,509,1938,327,41,174,337,111,137,111,70,58,107,121,53,189,172,203,154,164,113,79,142,93,170,112,107,69,54,22,48,110,187
713621,0,141134,5,2,24,142,3,15,5,19,210,2187,7,20656,15959,7,1381,5,36,1,268,38,15,6,-2147483648,4,16,207230,12,15,14,12,6,325,65,2,3,13,18,1197,14,2035,32,0,-2147483648,0,0,6,21778,26365,15250,13061,27393,1477,886,1414,1468,406,222,245,352,76,37,17032,7781,1575,2968,2987,1040,30,75,10,11,147,19,25,14,15,121,102,109,28,126,97,52,55,85,124,8,43,4,8,2,78,94,48,117,87,152,100,105,75,49
163993,0,263471,3,2,23,229,2,34,6,24,288,2415,6,30880,19371,10,1640,4,29,1,195,24,15,8,-2147483648,5,16,258383,15,13,14,16,9,348,166,6,0,13,18,961,19,2313,16,0,-2147483648,0,0,12,33103,29247,4594,6050,26661,1948,1371,1431,1237,1324,287,255,124,257,229,19271,2168,8413,6900,8001,1887,224,190,911,218,357,51,26,88,163,21,67,119,168,206,191,61,213,11,92,12,30,5,11,31,162,17,180,52,96,19,120,189,4,149
1073023,0,277659,4,2,18,371,4,33,6,22,289,1214,7,28266,21708,9,1473,4,41,1,290,21,14,9,-2147483648,5,17,223473,16,17,15,16,6,697,189,2,2,11,17,573,8,2159,3,0,-2147483648,0,0,17,21270,7079,6991,9343,1696,1528,1925,1811,1855,1235,260,122,77,239,330,17835,1579,15441,728,3239,1957,125,173,187,545,186,93,19,52,84,61,168,42,190,120,213,185,190,118,145,32,36,42,17,7,194,145,78,161,130,205,84,146,123,68
486202,1,186272,6,3,23,119,4,34,3,22,172,1421,5,20003,18953,2,1696,3,49,2,131,49,25,9,-2147483648,9,15,221210,14,17,17,15,7,2587,150,7,4,13,4,1421,13,532,16,1,-2147483648,1,0,81,21799,12438,23072,3486,27981,1889,1229,493,1965,1847,145,170,69,42,135,15915,31108,33051,16647,4289,2071,1430,1593,1856,2007,362,149,290,368,364,46,70,64,113,139,123,177,186,151,84,178,58,214,212,219,48,21,30,147,216,32,108,109,10,16
377946,0,232782,5,3,17,362,3,16,4,22,341,1604,7,23453,20067,8,1597,3,19,1,289,22,13,6,-2147483648,6,15,233979,15,15,16,16,5,462,58,4,1,12,8,342,7,312,10,0,-2147483648,0,0,9,17496,3262,31870,14745,34785,1586,291,2042,1615,1227,323,176,355,343,373,30831,8787,4677,1580,14450,2006,200,537,823,197,215,58,40,40,202,177,207,60,111,192,128,98,179,135,152,133,15,69,2,16,138,33,163,126,98,176,111,49,209,185
123717,0,168009,5,2,17,268,5,14,4,29,245,1807,5,25409,22461,5,1425,4,19,1,262,20,12,7,-2147483648,7,17,264261,13,17,12,16,6,429,194,3,7,12,16,840,4,2295,45,1,-2147483648,0,0,11,21646,5029,20529,8922,12961,1294,1174,693,848,231,317,70,56,1,179,26776,2143,5104,8627,1897,1250,394,94,772,127,148,18,11,118,10,19,189,113,159,95,33,41,202,185,192,20,18,8,15,40,108,24,105,99,137,100,80,132,40,70
252094,0,185720,5,2,38,260,3,25,5,16,242,2134,7,34650,20225,10,1497,4,47,1,181,15,24,8,-2147483648,8,17,245510,10,17,13,17,6,594,62,0,1,13,15,994,3,965,3,0,-2147483648,0,0,31,20041,26551,20106,32391,13625,1323,1663,1184,1633,1948,223,248,190,350,269,18872,910,1600,1683,575,1225,342,159,338,22,247,57,2,19,4,143,149,36,150,66,209,178,168,60,94,10,24,31,3,10,181,184,191,150,100,179,51,157,8,83
93923,0,159391,4,3,44,280,4,26,4,18,217,2180,5,33441,17961,7,1109,5,58,1,193,47,20,7,-2147483648,8,17,145383,11,16,15,14,7,97,54,0,3,13,19,1406,7,722,28,0,-2147483648,0,0,4,31030,6985,32608,15025,12535,1702,1581,2002,1988,1953,324,266,250,270,289,17822,1406,1130,2225,3674,1111,302,208,27,109,249,34,24,29,43,52,197,125,11,208,46,120,158,155,154,9,45,5,2,0,11,135,193,131,157,133,154,139,114,10
175452,0,202961,3,2,33,315,3,22,5,16,242,1681,6,16517,14974,10,1541,5,44,1,250,19,23,8,-2147483648,6,16,207964,15,15,13,15,8,285,149,0,1,11,16,1031,16,1446,7,0,-2147483648,0,0,2,17835,30832,26126,27726,29637,1539,1651,1946,1903,1102,169,217,49,332,314,25531,3849,1595,4150,1168,1024,40,54,35,107,171,58,7,13,1,153,48,146,153,70,145,141,174,155,123,22,81,9,3,2,149,148,59,109,45,175,111,41,135,122
688688,0,273870,7,3,40,311,2,29,2,28,223,2531,6,24426,21238,6,1863,4,60,1,265,37,14,6,-2147483648,8,16,274076,11,16,12,16,9,120,78,2,2,12,17,362,7,2024,6,0,-2147483648,0,0,1,27453,25815,20567,30719,10173,1347,274,857,1870,1189,265,143,97,222,130,22143,2338,1745,6829,403,1215,649,178,197,144,155,34,16,149,66,190,54,61,21,151,173,90,27,188,149,13,13,9,41,14,126,169,146,135,39,109,63,160,91,131
352422,0,228006,4,2,30,357,4,24,6,25,213,2200,6,16684,12269,7,1675,4,23,1,231,40,22,7,-2147483648,5,16,194303,13,17,13,13,6,1108,189,1,7,12,18,1318,19,2404,34,0,-2147483648,0,0,18,14789,9091,9503,19534,29739,1283,1465,1251,2047,1174,339,282,43,74,257,20232,7130,577,2319,5998,1031,176,85,172,35,140,30,46,9,5,151,78,203,144,24,145,104,155,93,165,4,20,3,5,4,44,128,200,101,151,89,90,74,54,120
347485,0,186320,9,3,26,268,3,20,7,21,327,1434,6,14924,16171,9,1146,4,29,1,282,43,17,7,-2147483648,6,16,174818,14,16,14,15,4,494,135,1,1,13,19,795,9,2034,32,0,-2147483648,0,0,4,24022,20063,35312,5918,31742,1503,1727,1999,1505,1220,231,170,309,299,81,27193,8762,2707,2605,2585,1378,633,214,83,16,174,28,42,22,13,72,12,192,130,128,122,46,60,48,64,2,23,5,5,6,89,92,178,187,209,75,196,207,112,135
861809,0,242067,6,3,40,277,3,22,6,21,256,2167,6,29570,13744,10,1583,4,33,1,192,38,13,6,-2147483648,2,16,221218,12,17,12,16,8,205,185,0,0,12,17,870,8,2036,15,0,-2147483648,0,0,7,30565,35210,27285,17780,20871,1039,906,1799,945,1131,199,212,142,211,99,16545,525,1088,1500,1522,1043,65,47,76,54,127,16,14,38,23,200,129,161,154,201,183,87,36,100,155,3,45,3,7,4,191,166,60,183,24,200,72,188,42,9
1011423,0,122119,3,2,39,361,3,18,7,32,205,1329,7,30834,20754,3,1357,4,43,1,244,32,15,9,-2147483648,7,16,136300,13,15,14,16,7,232,183,6,5,13,14,834,8,2282,8,0,-2147483648,1,0,44,18421,26669,25467,11262,22503,1509,497,1354,512,121,176,40,279,145,65,34558,7693,5835,5743,14765,1830,74,55,1803,259,134,36,58,55,269,56,140,83,76,135,132,136,167,161,142,15,11,35,46,101,142,181,7,55,27,174,37,98,77,126
955378,0,252748,7,3,43,278,3,24,2,19,230,2503,6,25354,16549,10,1548,5,39,1,221,35,19,9,-2147483648,5,17,277547,14,16,14,16,9,20,102,0,3,12,19,1357,14,2566,8,0,-2147483648,0,0,1,24766,33006,26198,18120,31232,1186,1720,1632,1293,808,118,307,51,272,50,22315,817,1147,2891,2262,1065,300,445,31,24,132,94,8,3,30,166,155,124,141,107,51,128,20,174,128,4,46,11,20,8,52,162,46,136,27,201,125,95,168,7
905130,1,261295,9,3,37,122,3,24,2,23,311,1614,6,27990,20618,6,1343,4,32,2,127,52,21,9,-2147483648,9,13,155651,15,16,11,10,1,2430,174,8,8,11,15,1060,6,1227,31,1,-2147483648,1,0,48,36236,1268,34327,407,4319,2073,779,470,569,239,348,346,311,19,56,29532,35082,36186,35018,23115,2080,1924,1980,2029,2071,372,276,281,372,370,9,135,30,10,198,87,160,156,61,159,210,59,172,37,218,42,58,172,164,159,152,77,217,71,196
419637,0,164753,3,3,36,258,5,32,5,21,247,2129,6,27709,13417,3,1254,4,27,1,352,44,15,9,-2147483648,4,16,191972,13,16,13,16,2,775,176,7,1,13,19,1083,9,3024,7,0,-2147483648,0,0,1,24928,15616,10728,23880,34771,1916,264,1756,2047,1062,293,107,130,239,279,32811,2251,684,816,3217,1202,284,101,16,2,237,54,9,60,12,188,42,90,16,60,169,108,181,154,102,11,4,11,24,5,106,82,12,9,21,89,50,116,119,7
581932,0,152076,6,2,35,336,3,21,3,25,234,2439,5,23062,19376,9,1659,5,28,1,130,20,15,3,-2147483648,4,17,266422,12,16,15,15,9,49,116,0,7,13,19,1409,3,2208,13,0,-2147483648,0,0,0,30129,33490,27262,33916,7879,1109,1931,1846,1053,1169,306,343,98,31,1,16165,196,623,3931,787,1031,506,314,1,7,144,24,14,27,11,95,59,193,210,195,75,24,5,164,48,1,37,2,34,0,124,111,123,65,32,62,99,67,201,97
1120666,0,154954,7,2,19,262,2,27,2,31,135,1764,6,34238,21009,10,1610,4,16,1,123,13,24,7,-2147483648,3,17,108774,11,16,11,14,7,2395,26,0,5,13,18,650,8,336,17,1,-2147483648,0,0,69,17741,31697,19313,12967,23725,1644,1159,1623,1165,1600,222,177,54,221,31,20145,1750,15033,12342,4367,1739,168,209,400,1570,171,82,8,105,38,186,87,126,156,79,147,71,132,80,114,32,21,78,170,186,161,102,68,94,44,77,143,110,108,192
66326,1,256064,7,3,14,361,2,20,5,19,133,1118,6,18852,18553,4,1832,4,26,2,109,30,22,9,-2147483648,8,14,285065,12,16,10,17,7,2882,190,7,0,12,9,485,18,2208,9,0,-2147483648,1,0,95,27993,15636,2239,23421,20966,1317,1276,262,730,1175,178,289,126,370,308,29317,32610,28511,28663,16837,1780,880,1870,2064,2072,358,287,222,365,357,62,16,165,8,24,180,52,192,2,206,123,12,83,183,219,143,130,62,200,33,19,142,44,44,62
115748,0,199674,7,2,19,351,5,24,2,14,231,1133,6,28361,19652,8,1874,3,47,1,173,29,20,5,-2147483648,8,17,186744,12,16,12,16,9,2308,176,7,5,12,18,1139,7,699,5,0,-2147483648,0,0,19,13837,17975,25333,12030,18934,1583,1063,318,259,1580,229,265,105,186,138,34054,12008,9128,10101,6674,1912,1147,715,872,890,315,82,104,270,23,136,22,94,153,136,186,103,183,193,133,48,19,12,60,211,98,204,197,185,113,116,73,165,199,81
264957,0,175728,2,3,37,385,5,12,6,23,261,2352,5,20775,18057,10,1517,5,35,1,339,22,16,7,-2147483648,5,17,257466,12,16,10,16,9,171,173,0,1,12,13,629,19,1869,12,0,-2147483648,0,0,3,32490,28416,22471,35546,10280,1029,563,1754,1553,1637,126,281,334,273,171,21416,209,227,1012,4386,1048,62,169,20,75,108,30,8,7,2,38,57,146,195,26,95,163,144,210,85,13,11,4,2,14,143,157,161,127,7,100,124,187,104,47
978487,0,131651,7,4,17,404,3,32,4,22,288,1101,4,16550,12606,3,1227,4,40,1,290,20,16,3,-2147483648,9,17,212937,15,17,16,16,2,94,190,1,8,11,17,837,2,852,6,0,-2147483648,0,0,1,32237,4579,34181,23410,29895,1030,1995,1561,1604,806,230,68,104,300,174,35589,730,485,5049,1187,1112,712,335,55,7,268,23,28,42,7,69,124,157,191,168,182,131,193,40,60,3,2,32,23,5,35,104,185,174,173,166,190,91,184,60
508798,0,250995,8,2,44,179,3,32,5,16,109,1528,7,15721,14736,9,1270,4,60,1,300,35,12,9,-2147483648,4,16,247413,13,16,13,14,3,486,179,1,5,11,17,560,2,1969,7,0,-2147483648,0,0,2,12764,29815,7883,32175,20713,1280,1775,532,185,537,225,129,212,81,16,30571,2031,3255,2216,709,1082,36,208,107,70,139,34,41,1,12,187,163,200,115,63,148,191,83,171,84,22,14,19,9,19,179,182,162,52,14,162,139,70,205,71
698812,0,128564,8,2,15,421,4,12,7,34,125,2479,3,23118,11823,8,1072,4,27,1,138,35,22,8,-2147483648,3,16,192875,13,17,13,14,5,176,157,0,6,13,16,480,20,1968,26,0,-2147483648,0,0,1,25364,25366,2067,30933,2470,1470,1798,1609,786,194,128,53,221,11,31,13309,933,1483,1829,6059,1081,99,160,39,3,111,29,4,5,2,189,42,200,205,109,132,112,53,169,163,2,64,1,2,30,75,142,181,26,178,28,59,117,201,144
995965,0,162191,3,2,12,260,5,19,7,27,268,1323,7,35683,11278,10,1081,4,23,1,182,16,12,10,-2147483648,8,16,137963,11,16,14,16,5,142,31,1,6,12,15,1419,4,1745,7,0,-2147483648,0,0,11,35985,15240,25141,5337,1901,1882,1727,1278,1067,1835,211,252,35,13,76,11207,4952,1194,2939,628,1333,301,393,52,112,196,52,125,72,83,185,9,91,209,191,203,19,177,29,212,9,33,80,16,1,192,130,52,178,62,206,209,53,130,75
637222,1,187868,5,4,15,338,3,30,2,36,234,1746,5,17492,18788,5,1328,3,28,1,167,32,14,10,-2147483648,4,13,107034,11,14,12,16,1,2968,78,7,2,12,5,153,23,2022,37,0,-2147483648,0,0,60,24236,16757,5773,13158,18820,1183,836,918,822,222,166,195,244,114,49,28924,34208,32720,11311,31369,2075,604,1140,2044,2045,277,316,204,369,358,76,182,53,94,169,126,126,125,44,87,184,111,213,188,218,208,55,16,24,5,124,44,190,9,48
78913,0,101980,3,2,35,361,4,20,4,21,266,1075,6,24170,18562,2,1373,3,13,1,269,27,25,6,-2147483648,5,16,120716,14,16,15,16,5,707,160,3,8,14,11,315,6,404,6,0,-2147483648,1,0,16,25574,9830,14604,8352,7514,1108,694,1115,1178,786,357,193,25,242,20,32256,2851,901,1713,636,1062,75,175,282,260,149,23,65,23,127,73,97,85,26,47,31,129,196,211,13,36,2,50,36,38,166,77,88,54,199,20,93,14,148,53
982677,0,191105,8,2,26,250,5,23,7,25,119,2084,7,27236,13748,10,1805,4,36,1,350,48,14,9,-2147483648,7,16,138677,14,17,13,16,6,1339,202,2,6,13,20,729,12,545,19,0,-2147483648,0,0,19,16895,22642,10774,16211,10234,1564,1684,1680,719,1377,319,123,90,262,67,25128,11059,1458,28638,2360,1276,911,513,157,54,151,9,31,35,11,179,52,183,204,66,215,109,195,88,144,14,34,7,2,28,194,208,120,196,84,195,142,182,125,45
